id,name,country,confederation,founded_year,stadium,nickname,image_url,website,description,ranking,category,total_trophies,world_cup_titles,manager,captain,main_rivals,honors_json,last_updated
171,Guyana,Guyana,CONCACAF,1900,National Stadium of Guyana,The Guyana Team,,https://en.wikipedia.org/wiki/Guyana_national_football_team,The Guyana national men's football team.,150,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:12:42.337754+00:00
172,New Caledonia,New Caledonia,OFC,1900,National Stadium of New Caledonia,The New Caledonia Team,,https://en.wikipedia.org/wiki/New_Caledonia_national_football_team,The New Caledonia national men's football team.,151,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:12:47.595193+00:00
173,St Kitts and Nevis,St Kitts and Nevis,CONCACAF,1900,National Stadium of St Kitts and Nevis,The St Kitts and Nevis Team,,https://en.wikipedia.org/wiki/St_Kitts_and_Nevis_national_football_team,The St Kitts and Nevis national men's football team.,152,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:12:51.745925+00:00
175,Fiji,Fiji,OFC,1900,National Stadium of Fiji,The Fiji Team,,https://en.wikipedia.org/wiki/Fiji_national_football_team,The Fiji national men's football team.,154,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:13:01.694146+00:00
176,"Hong Kong, China","Hong Kong, China",AFC,1900,"National Stadium of Hong Kong, China","The Hong Kong, China Team",,"https://en.wikipedia.org/wiki/Hong_Kong,_China_national_football_team","The Hong Kong, China national men's football team.",155,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:13:07.120241+00:00
177,Puerto Rico,Puerto Rico,CONCACAF,1900,National Stadium of Puerto Rico,The Puerto Rico Team,,https://en.wikipedia.org/wiki/Puerto_Rico_national_football_team,The Puerto Rico national men's football team.,156,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:13:11.827265+00:00
178,Tahiti,Tahiti,OFC,1900,National Stadium of Tahiti,The Tahiti Team,,https://en.wikipedia.org/wiki/Tahiti_national_football_team,The Tahiti national men's football team.,157,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 1}",2026-05-11T06:13:16.140546+00:00
179,Myanmar,Myanmar,AFC,1900,National Stadium of Myanmar,The Myanmar Team,,https://en.wikipedia.org/wiki/Myanmar_national_football_team,The Myanmar national men's football team.,158,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:13:20.336966+00:00
180,Moldova,Moldova,UEFA,1900,National Stadium of Moldova,The Moldova Team,,https://en.wikipedia.org/wiki/Moldova_national_football_team,The Moldova national men's football team.,159,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:13:23.993649+00:00
181,Vanuatu,Vanuatu,OFC,1900,National Stadium of Vanuatu,The Vanuatu Team,,https://en.wikipedia.org/wiki/Vanuatu_national_football_team,The Vanuatu national men's football team.,160,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:13:28.901078+00:00
182,Malta,Malta,UEFA,1900,National Stadium of Malta,The Malta Team,,https://en.wikipedia.org/wiki/Malta_national_football_team,The Malta national men's football team.,161,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:13:34.031511+00:00
183,Antigua and Barbuda,Antigua and Barbuda,CONCACAF,1900,National Stadium of Antigua and Barbuda,The Antigua and Barbuda Team,,https://en.wikipedia.org/wiki/Antigua_and_Barbuda_national_football_team,The Antigua and Barbuda national men's football team.,162,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:13:37.836492+00:00
184,Grenada,Grenada,CONCACAF,1900,National Stadium of Grenada,The Grenada Team,,https://en.wikipedia.org/wiki/Grenada_national_football_team,The Grenada national men's football team.,163,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:13:41.142285+00:00
185,Cuba,Cuba,CONCACAF,1900,National Stadium of Cuba,The Cuba Team,,https://en.wikipedia.org/wiki/Cuba_national_football_team,The Cuba national men's football team.,164,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:13:44.511288+00:00
186,Eswatini,Eswatini,CAF,1900,National Stadium of Eswatini,The Eswatini Team,,https://en.wikipedia.org/wiki/Eswatini_national_football_team,The Eswatini national men's football team.,165,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:13:48.250474+00:00
187,Bermuda,Bermuda,CONCACAF,1900,National Stadium of Bermuda,The Bermuda Team,,https://en.wikipedia.org/wiki/Bermuda_national_football_team,The Bermuda national men's football team.,166,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:13:51.987757+00:00
188,St Lucia,St Lucia,CONCACAF,1900,National Stadium of St Lucia,The St Lucia Team,,https://en.wikipedia.org/wiki/St_Lucia_national_football_team,The St Lucia national men's football team.,167,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:13:57.306681+00:00
189,Papua New Guinea,Papua New Guinea,OFC,1900,National Stadium of Papua New Guinea,The Papua New Guinea Team,,https://en.wikipedia.org/wiki/Papua_New_Guinea_national_football_team,The Papua New Guinea national men's football team.,168,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:14:04.420027+00:00
190,Afghanistan,Afghanistan,AFC,1900,National Stadium of Afghanistan,The Afghanistan Team,,https://en.wikipedia.org/wiki/Afghanistan_national_football_team,The Afghanistan national men's football team.,169,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:14:08.799484+00:00
191,South Sudan,South Sudan,CAF,1900,National Stadium of South Sudan,The South Sudan Team,,https://en.wikipedia.org/wiki/South_Sudan_national_football_team,The South Sudan national men's football team.,170,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:14:14.267851+00:00
192,St Vincent and the Grenadines,St Vincent and the Grenadines,CONCACAF,1900,National Stadium of St Vincent and the Grenadines,The St Vincent and the Grenadines Team,,https://en.wikipedia.org/wiki/St_Vincent_and_the_Grenadines_national_football_team,The St Vincent and the Grenadines national men's football team.,171,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:14:19.638093+00:00
193,Maldives,Maldives,AFC,1900,National Stadium of Maldives,The Maldives Team,,https://en.wikipedia.org/wiki/Maldives_national_football_team,The Maldives national men's football team.,172,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:14:25.711358+00:00
194,Andorra,Andorra,UEFA,1900,National Stadium of Andorra,The Andorra Team,,https://en.wikipedia.org/wiki/Andorra_national_football_team,The Andorra national men's football team.,173,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:14:30.429520+00:00
195,Chinese Taipei,Chinese Taipei,AFC,1900,National Stadium of Chinese Taipei,The Chinese Taipei Team,,https://en.wikipedia.org/wiki/Chinese_Taipei_national_football_team,The Chinese Taipei national men's football team.,174,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:14:34.998413+00:00
196,Montserrat,Montserrat,CONCACAF,1900,National Stadium of Montserrat,The Montserrat Team,,https://en.wikipedia.org/wiki/Montserrat_national_football_team,The Montserrat national men's football team.,175,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:14:38.394594+00:00
197,Nepal,Nepal,AFC,1900,National Stadium of Nepal,The Nepal Team,,https://en.wikipedia.org/wiki/Nepal_national_football_team,The Nepal national men's football team.,176,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:14:44.185395+00:00
199,Mauritius,Mauritius,CAF,1900,National Stadium of Mauritius,The Mauritius Team,,https://en.wikipedia.org/wiki/Mauritius_national_football_team,The Mauritius national men's football team.,178,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:14:52.775153+00:00
200,Barbados,Barbados,CONCACAF,1900,National Stadium of Barbados,The Barbados Team,,https://en.wikipedia.org/wiki/Barbados_national_football_team,The Barbados national men's football team.,179,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:14:57.721129+00:00
201,Belize,Belize,CONCACAF,1900,National Stadium of Belize,The Belize Team,,https://en.wikipedia.org/wiki/Belize_national_football_team,The Belize national men's football team.,180,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:15:01.696367+00:00
202,Bangladesh,Bangladesh,AFC,1900,National Stadium of Bangladesh,The Bangladesh Team,,https://en.wikipedia.org/wiki/Bangladesh_national_football_team,The Bangladesh national men's football team.,181,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:15:06.664320+00:00
203,Dominica,Dominica,CONCACAF,1900,National Stadium of Dominica,The Dominica Team,,https://en.wikipedia.org/wiki/Dominica_national_football_team,The Dominica national men's football team.,182,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:15:10.028436+00:00
204,Chad,Chad,CAF,1900,National Stadium of Chad,The Chad Team,,https://en.wikipedia.org/wiki/Chad_national_football_team,The Chad national men's football team.,183,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:15:15.135494+00:00
205,Eritrea,Eritrea,CAF,1900,National Stadium of Eritrea,The Eritrea Team,,https://en.wikipedia.org/wiki/Eritrea_national_football_team,The Eritrea national men's football team.,184,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:15:19.971149+00:00
206,Laos,Laos,AFC,1900,National Stadium of Laos,The Laos Team,,https://en.wikipedia.org/wiki/Laos_national_football_team,The Laos national men's football team.,185,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:15:25.964031+00:00
207,Bhutan,Bhutan,AFC,1900,National Stadium of Bhutan,The Bhutan Team,,https://en.wikipedia.org/wiki/Bhutan_national_football_team,The Bhutan national men's football team.,186,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:15:30.423798+00:00
208,Mongolia,Mongolia,AFC,1900,National Stadium of Mongolia,The Mongolia Team,,https://en.wikipedia.org/wiki/Mongolia_national_football_team,The Mongolia national men's football team.,187,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:15:34.599054+00:00
209,Cook Islands,Cook Islands,OFC,1900,National Stadium of Cook Islands,The Cook Islands Team,,https://en.wikipedia.org/wiki/Cook_Islands_national_football_team,The Cook Islands national men's football team.,188,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:15:38.795415+00:00
210,Aruba,Aruba,CONCACAF,1900,National Stadium of Aruba,The Aruba Team,,https://en.wikipedia.org/wiki/Aruba_national_football_team,The Aruba national men's football team.,189,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:15:43.341621+00:00
211,Samoa,Samoa,OFC,1900,National Stadium of Samoa,The Samoa Team,,https://en.wikipedia.org/wiki/Samoa_national_football_team,The Samoa national men's football team.,190,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:15:48.132864+00:00
212,Sri Lanka,Sri Lanka,AFC,1900,National Stadium of Sri Lanka,The Sri Lanka Team,,https://en.wikipedia.org/wiki/Sri_Lanka_national_football_team,The Sri Lanka national men's football team.,191,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:15:53.118448+00:00
213,American Samoa,American Samoa,OFC,1900,National Stadium of American Samoa,The American Samoa Team,,https://en.wikipedia.org/wiki/American_Samoa_national_football_team,The American Samoa national men's football team.,192,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:15:57.285284+00:00
214,Brunei Darussalam,Brunei Darussalam,AFC,1900,National Stadium of Brunei Darussalam,The Brunei Darussalam Team,,https://en.wikipedia.org/wiki/Brunei_Darussalam_national_football_team,The Brunei Darussalam national men's football team.,193,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:16:01.598657+00:00
215,Macau,Macau,AFC,1900,National Stadium of Macau,The Macau Team,,https://en.wikipedia.org/wiki/Macau_national_football_team,The Macau national men's football team.,194,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:16:07.026894+00:00
216,Cayman Islands,Cayman Islands,CONCACAF,1900,National Stadium of Cayman Islands,The Cayman Islands Team,,https://en.wikipedia.org/wiki/Cayman_Islands_national_football_team,The Cayman Islands national men's football team.,195,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:16:11.608267+00:00
218,Djibouti,Djibouti,CAF,1900,National Stadium of Djibouti,The Djibouti Team,,https://en.wikipedia.org/wiki/Djibouti_national_football_team,The Djibouti national men's football team.,197,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:16:20.002767+00:00
219,Somalia,Somalia,CAF,1900,National Stadium of Somalia,The Somalia Team,,https://en.wikipedia.org/wiki/Somalia_national_football_team,The Somalia national men's football team.,198,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:16:23.878324+00:00
220,Tonga,Tonga,OFC,1900,National Stadium of Tonga,The Tonga Team,,https://en.wikipedia.org/wiki/Tonga_national_football_team,The Tonga national men's football team.,199,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 0}",2026-05-11T06:16:27.837019+00:00
221,Timor-Leste,Timor-Leste,AFC,1900,National Stadium of Timor-Leste,The Timor-Leste Team,,https://en.wikipedia.org/wiki/Timor-Leste_national_football_team,The Timor-Leste national men's football team.,200,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:16:34.995015+00:00
222,Guam,Guam,AFC,1900,National Stadium of Guam,The Guam Team,,https://en.wikipedia.org/wiki/Guam_national_football_team,The Guam national men's football team.,201,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:16:40.356628+00:00
224,Gibraltar,Gibraltar,UEFA,1900,National Stadium of Gibraltar,The Gibraltar Team,,https://en.wikipedia.org/wiki/Gibraltar_national_football_team,The Gibraltar national men's football team.,203,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:16:50.434609+00:00
226,Turks and Caicos Islands,Turks and Caicos Islands,CONCACAF,1900,National Stadium of Turks and Caicos Islands,The Turks and Caicos Islands Team,,https://en.wikipedia.org/wiki/Turks_and_Caicos_Islands_national_football_team,The Turks and Caicos Islands national men's football team.,205,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:16:57.528876+00:00
227,Liechtenstein,Liechtenstein,UEFA,1900,National Stadium of Liechtenstein,The Liechtenstein Team,,https://en.wikipedia.org/wiki/Liechtenstein_national_football_team,The Liechtenstein national men's football team.,206,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:17:02.662733+00:00
228,Bahamas,Bahamas,CONCACAF,1900,National Stadium of Bahamas,The Bahamas Team,,https://en.wikipedia.org/wiki/Bahamas_national_football_team,The Bahamas national men's football team.,207,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:17:07.506085+00:00
229,British Virgin Islands,British Virgin Islands,CONCACAF,1900,National Stadium of British Virgin Islands,The British Virgin Islands Team,,https://en.wikipedia.org/wiki/British_Virgin_Islands_national_football_team,The British Virgin Islands national men's football team.,208,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:17:11.819060+00:00
230,US Virgin Islands,US Virgin Islands,CONCACAF,1900,National Stadium of US Virgin Islands,The US Virgin Islands Team,,https://en.wikipedia.org/wiki/US_Virgin_Islands_national_football_team,The US Virgin Islands national men's football team.,209,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:17:17.906628+00:00
231,Anguilla,Anguilla,CONCACAF,1900,National Stadium of Anguilla,The Anguilla Team,,https://en.wikipedia.org/wiki/Anguilla_national_football_team,The Anguilla national men's football team.,210,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:17:22.912385+00:00
232,San Marino,San Marino,UEFA,1900,National Stadium of San Marino,The San Marino Team,,https://en.wikipedia.org/wiki/San_Marino_national_football_team,The San Marino national men's football team.,211,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:17:28.614038+00:00
233,USA,USA,CONCACAF,1900,National Stadium of USA,The USA Team,,https://en.wikipedia.org/wiki/USA_women's_national_football_team,The USA national women's football team.,2,women,4,4,TBD,TBD,Neighboring Countries,"{""World Cup"": 4, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:17:42.000293+00:00
30,Netherlands,Netherlands,UEFA,1900,National Stadium of Netherlands,The Netherlands Team,https://upload.wikimedia.org/wikipedia/en/b/bd/Netherlands_women%27s_national_football_team_badge.png,https://en.wikipedia.org/wiki/Netherlands_women's_national_football_team,The Netherlands national women's football team.,10,women,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 1}",2026-05-11T06:18:23.849987+00:00
234,Korea DPR,Korea DPR,AFC,1900,National Stadium of Korea DPR,The Korea DPR Team,,https://en.wikipedia.org/wiki/Korea_DPR_women's_national_football_team,The Korea DPR national women's football team.,11,women,3,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 3}",2026-05-11T06:18:29.406643+00:00
235,China PR,China PR,AFC,1900,National Stadium of China PR,The China PR Team,,https://en.wikipedia.org/wiki/China_PR_women's_national_football_team,The China PR national women's football team.,16,women,9,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 9}",2026-05-11T06:18:55.200471+00:00
236,Korea Republic,Korea Republic,AFC,1900,National Stadium of Korea Republic,The Korea Republic Team,,https://en.wikipedia.org/wiki/Korea_Republic_women's_national_football_team,The Korea Republic national women's football team.,19,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:19:07.616364+00:00
40,Colombia,Colombia,CONMEBOL,1900,National Stadium of Colombia,The Colombia Team,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/FCF-Logo-2023.svg/330px-FCF-Logo-2023.svg.png,https://en.wikipedia.org/wiki/Colombia_women's_national_football_team,The Colombia national women's football team.,20,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 0}",2026-05-11T06:19:12.307241+00:00
237,Portugal,Portugal,UEFA,1900,National Stadium of Portugal,The Portugal Team,,https://en.wikipedia.org/wiki/Portugal_women's_national_football_team,The Portugal national women's football team.,21,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:19:17.187977+00:00
238,Austria,Austria,UEFA,1900,National Stadium of Austria,The Austria Team,,https://en.wikipedia.org/wiki/Austria_women's_national_football_team,The Austria national women's football team.,22,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:19:21.776216+00:00
239,Republic of Ireland,Republic of Ireland,UEFA,1900,National Stadium of Republic of Ireland,The Republic of Ireland Team,,https://en.wikipedia.org/wiki/Republic_of_Ireland_women's_national_football_team,The Republic of Ireland national women's football team.,23,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:19:25.301861+00:00
240,Scotland,Scotland,UEFA,1900,National Stadium of Scotland,The Scotland Team,,https://en.wikipedia.org/wiki/Scotland_women's_national_football_team,The Scotland national women's football team.,24,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:19:30.096731+00:00
241,Switzerland,Switzerland,UEFA,1900,National Stadium of Switzerland,The Switzerland Team,,https://en.wikipedia.org/wiki/Switzerland_women's_national_football_team,The Switzerland national women's football team.,25,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:19:34.392795+00:00
242,Finland,Finland,UEFA,1900,National Stadium of Finland,The Finland Team,,https://en.wikipedia.org/wiki/Finland_women's_national_football_team,The Finland national women's football team.,26,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:19:41.371302+00:00
243,Mexico,Mexico,CONCACAF,1900,National Stadium of Mexico,The Mexico Team,,https://en.wikipedia.org/wiki/Mexico_women's_national_football_team,The Mexico national women's football team.,27,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:19:47.171860+00:00
245,Russia,Russia,UEFA,1900,National Stadium of Russia,The Russia Team,,https://en.wikipedia.org/wiki/Russia_women's_national_football_team,The Russia national women's football team.,29,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:19:56.657220+00:00
246,Argentina,Argentina,CONMEBOL,1900,National Stadium of Argentina,The Argentina Team,,https://en.wikipedia.org/wiki/Argentina_women's_national_football_team,The Argentina national women's football team.,30,women,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 1}",2026-05-11T06:20:01.702742+00:00
247,Wales,Wales,UEFA,1900,National Stadium of Wales,The Wales Team,,https://en.wikipedia.org/wiki/Wales_women's_national_football_team,The Wales national women's football team.,31,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:20:05.623162+00:00
248,Czechia,Czechia,UEFA,1900,National Stadium of Czechia,The Czechia Team,,https://en.wikipedia.org/wiki/Czechia_women's_national_football_team,The Czechia national women's football team.,32,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:20:10.899329+00:00
249,New Zealand,New Zealand,OFC,1900,National Stadium of New Zealand,The New Zealand Team,,https://en.wikipedia.org/wiki/New_Zealand_women's_national_football_team,The New Zealand national women's football team.,33,women,6,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 6}",2026-05-11T06:20:15.040917+00:00
250,Serbia,Serbia,UEFA,1900,National Stadium of Serbia,The Serbia Team,,https://en.wikipedia.org/wiki/Serbia_women's_national_football_team,The Serbia national women's football team.,34,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:20:19.783109+00:00
251,Ukraine,Ukraine,UEFA,1900,National Stadium of Ukraine,The Ukraine Team,,https://en.wikipedia.org/wiki/Ukraine_women's_national_football_team,The Ukraine national women's football team.,35,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:20:24.184130+00:00
252,Nigeria,Nigeria,CAF,1900,National Stadium of Nigeria,The Nigeria Team,,https://en.wikipedia.org/wiki/Nigeria_women's_national_football_team,The Nigeria national women's football team.,36,women,10,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 10}",2026-05-11T06:20:29.375856+00:00
253,Vietnam,Vietnam,AFC,1900,National Stadium of Vietnam,The Vietnam Team,,https://en.wikipedia.org/wiki/Vietnam_women's_national_football_team,The Vietnam national women's football team.,37,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:20:34.720720+00:00
254,Slovenia,Slovenia,UEFA,1900,National Stadium of Slovenia,The Slovenia Team,,https://en.wikipedia.org/wiki/Slovenia_women's_national_football_team,The Slovenia national women's football team.,38,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:20:38.625643+00:00
255,Philippines,Philippines,AFC,1900,National Stadium of Philippines,The Philippines Team,,https://en.wikipedia.org/wiki/Philippines_women's_national_football_team,The Philippines national women's football team.,39,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:20:44.026497+00:00
257,Jamaica,Jamaica,CONCACAF,1900,National Stadium of Jamaica,The Jamaica Team,,https://en.wikipedia.org/wiki/Jamaica_women's_national_football_team,The Jamaica national women's football team.,41,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:20:54.830278+00:00
258,Costa Rica,Costa Rica,CONCACAF,1900,National Stadium of Costa Rica,The Costa Rica Team,,https://en.wikipedia.org/wiki/Costa_Rica_women's_national_football_team,The Costa Rica national women's football team.,42,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:21:00.025782+00:00
259,Venezuela,Venezuela,CONMEBOL,1900,National Stadium of Venezuela,The Venezuela Team,,https://en.wikipedia.org/wiki/Venezuela_women's_national_football_team,The Venezuela national women's football team.,43,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 0}",2026-05-11T06:21:05.848575+00:00
260,Chile,Chile,CONMEBOL,1900,National Stadium of Chile,The Chile Team,,https://en.wikipedia.org/wiki/Chile_women's_national_football_team,The Chile national women's football team.,44,women,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 0}",2026-05-11T06:21:10.560251+00:00
