id,name,city,country,league,conference,founded_year,arena,capacity,head_coach,nickname,image_url,website,description,ranking,category,titles,playoff_appearances,market_value,current_season_record,star_player,owner,general_manager,honors_json,last_updated
1000,Moncton Miracles,Canada,Canada,Canada Basketball Leagues,Eastern,1954,Moncton Miracles Arena,5014,TBD,Miracles,https://upload.wikimedia.org/wikipedia/en/2/2e/MonctonMiracles.PNG,https://en.wikipedia.org/wiki/Moncton_Miracles,"The Moncton Miracles were a Canadian professional basketball team in Moncton, New Brunswick. Established in 2011, they were a charter member of the National Basketball League of Canada (NBL). The Miracles played their home games at the Moncton Coliseum as a part of the league's Atlantic Division and were one of two New Brunswick teams in the league along with the Saint John Riptide. The team was founded and owned by Steven Conville but were now without an owner for three seasons. Their seasons in the NBL Canada had been highlighted by struggles, until the franchise was finally folded following the 2016–17 season when a new ownership decided to start a new franchise in Moncton called the Moncton Magic.",3095,men,3,23,€4M,17-22,TBD,TBD,TBD,"{""Canada Basketball Leagues Titles"": 3}",2026-05-12T20:59:13.313797+00:00
1005,Ottawa SkyHawks,Canada,Canada,Canada Basketball Leagues,Western,2004,Ottawa SkyHawks Arena,11069,TBD,SkyHawks,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/OttawaSkyhawks.PNG/330px-OttawaSkyhawks.PNG,https://en.wikipedia.org/wiki/Ottawa_SkyHawks,"The Ottawa SkyHawks were a Canadian professional basketball team based in Ottawa, Ontario. The SkyHawks played in the Central Division of the National Basketball League of Canada during a single season. Financial difficulty resulted in the team receiving a loan from the league in order to finish the 2013–14 season. NBL Canada announced that the SkyHawks would not participate in the 2014–15 season when the team failed to comply with the terms of the loan.",4650,men,9,7,€12M,11-19,TBD,TBD,TBD,"{""Canada Basketball Leagues Titles"": 9}",2026-05-12T20:59:21.046687+00:00
990,Island Storm,Canada,Canada,Canada Basketball Leagues,Western,1975,Island Storm Arena,17422,TBD,Storm,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Island_Storm_logo.png/330px-Island_Storm_logo.png,https://en.wikipedia.org/wiki/Island_Storm,"The Island Storm is an inactive Canadian professional basketball team based in Charlottetown, Prince Edward Island. The team is a charter member of the National Basketball League of Canada that began play in the 2011–12 season. The Storm plays its home games at the Eastlink Centre. Former Vermont Frost Heaves head coach Joe Salerno served as the team's head coach for the first six seasons until he parted ways with the team in May 2017. In 2021, the Storm were granted a one-year leave of absence after they were the last remaining team based in the Maritimes.",2328,men,10,21,€17M,15-10,TBD,TBD,TBD,"{""Canada Basketball Leagues Titles"": 10}",2026-05-12T21:01:16.161478+00:00
4150,Akita Bank Red Arrows,Japan,Japan,Japan Basketball Leagues,Western,1981,Akita Bank Red Arrows Arena,8926,TBD,Arrows,,https://en.wikipedia.org/wiki/Akita_Bank_Red_Arrows,No description available.,349,men,2,7,€5M,26-16,TBD,TBD,TBD,"{""Japan Basketball Leagues Titles"": 2}",2026-05-12T21:52:33.659431+00:00
1462,ASK Karditsas B.C.,Greece,Greece,Greece Basketball Leagues,Eastern,1958,ASK Karditsas B.C. Arena,17082,TBD,B.C.,,https://en.wikipedia.org/wiki/ASK_Karditsas_B.C.,No description available.,513,men,10,18,€15M,16-25,TBD,TBD,TBD,"{""Greece Basketball Leagues Titles"": 10}",2026-05-12T21:24:34.411416+00:00
1442,G.S. Iraklis Thessaloniki (men's basketball),Greece,Greece,Greece Basketball Leagues,Eastern,1983,G.S. Iraklis Thessaloniki (men's basketball) Arena,11560,TBD,basketball),https://upload.wikimedia.org/wikipedia/en/6/63/Iraklis_BC_Official_Logo.png,https://en.wikipedia.org/wiki/G.S._Iraklis_Thessaloniki_(men's_basketball),"Iraklis B.C. is a Greek professional basketball club based in the city of Thessaloniki, Macedonia, Greece. Created in 1921, it serves as the professional men's basketball department of the multisports club of G.S. Iraklis Thessalonikis. The club's colors are blue and white, inspired by the flag of Greece. They play their home matches at Ivanofeio Sports Arena. As of 2025, the club competes in the first–tier level Greek Basketball League (GBL) and the European North Basketball League (ENBL).",3724,men,7,33,€12M,28-21,TBD,TBD,TBD,"{""Greece Basketball Leagues Titles"": 7}",2026-05-12T21:25:25.067098+00:00
2035,Akita Northern Gate Square,Japan,Japan,Japan Basketball Leagues,Western,2001,Akita Northern Gate Square Arena,12454,TBD,Square,,https://en.wikipedia.org/wiki/Akita_Northern_Gate_Square,No description available.,2791,men,6,37,€16M,21-30,TBD,TBD,TBD,"{""Japan Basketball Leagues Titles"": 6}",2026-05-12T21:52:39.296122+00:00
4154,Cable Networks Akita,Japan,Japan,Japan Basketball Leagues,Eastern,1959,Cable Networks Akita Arena,13646,TBD,Akita,,https://en.wikipedia.org/wiki/Cable_Networks_Akita,No description available.,3672,men,4,34,€6M,11-11,TBD,TBD,TBD,"{""Japan Basketball Leagues Titles"": 4}",2026-05-12T21:52:47.596168+00:00
4157,Nices Arena,Japan,Japan,Japan Basketball Leagues,Western,1970,Nices Arena Arena,11856,TBD,Arena,,https://en.wikipedia.org/wiki/Nices_Arena,No description available.,4701,men,9,26,€18M,16-28,TBD,TBD,TBD,"{""Japan Basketball Leagues Titles"": 9}",2026-05-12T21:52:54.838331+00:00
2020,Nihon Kogakuin Arena,Japan,Japan,Japan Basketball Leagues,Eastern,1959,Nihon Kogakuin Arena Arena,16630,TBD,Arena,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/KATAYANAGI_ALENA.jpg/330px-KATAYANAGI_ALENA.jpg,https://en.wikipedia.org/wiki/Nihon_Kogakuin_Arena,"Nihon Kogakuin Arena is an event venue in Tokyo, Japan. It is located in the basement of building number 2 of the Nihon Kogakuin College. It is used not only by the college but also for public events including basketball matches, concerts and TV programs. Basketball team Earthfriends Tokyo Z of Japans's B.League plays games there. Amongst the television programs recorded in the arena are the National High School Quiz Championship and NTV's entertainment shows Kasou Taishou and Singing King (ja).",5076,men,2,7,€12M,21-19,TBD,TBD,TBD,"{""Japan Basketball Leagues Titles"": 2}",2026-05-12T21:54:18.596562+00:00
2022,Ehime Orange Vikings,Japan,Japan,Japan Basketball Leagues,Western,2007,Ehime Orange Vikings Arena,15064,TBD,Vikings,https://upload.wikimedia.org/wikipedia/en/0/0a/Ehime_Orange_Vikings_logo.png,https://en.wikipedia.org/wiki/Ehime_Orange_Vikings,"The Ehime Orange Vikings  are a Japanese professional basketball team based in Matsuyama, Ehime Prefecture, that competes in the second division of the B.League.",1393,men,6,12,€16M,15-16,TBD,TBD,TBD,"{""Japan Basketball Leagues Titles"": 6}",2026-05-12T21:54:26.127273+00:00
4166,Kanazawa Samuraiz,Japan,Japan,Japan Basketball Leagues,Western,1985,Kanazawa Samuraiz Arena,16346,TBD,Samuraiz,https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Kanazawa_logo.png/330px-Kanazawa_logo.png,https://en.wikipedia.org/wiki/Kanazawa_Samuraiz,"Kanazawa Samuraiz is a professional basketball club based in Kanazawa, Ishikawa Prefecture, Japan. The club plays in the third division of the B.League, which is the 3rd tier of basketball in the country.",1886,men,6,11,€14M,10-10,TBD,TBD,TBD,"{""Japan Basketball Leagues Titles"": 6}",2026-05-12T21:55:26.962552+00:00
3014,Quinito,Portugal,Portugal,Portugal Basketball Leagues,Western,1962,Quinito Arena,10594,TBD,Quinito,,https://en.wikipedia.org/wiki/Quinito,No description available.,3647,men,3,6,€9M,25-12,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 3}",2026-05-12T22:45:58.112724+00:00
3491,Sweden women's national basketball team,Sweden,Sweden,Sweden Basketball Leagues,Western,2012,Sweden women's national basketball team Arena,6110,TBD,team,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Sweden_Basketball_logo.png/330px-Sweden_Basketball_logo.png,https://en.wikipedia.org/wiki/Sweden_women's_national_basketball_team,"The Sweden women's national basketball team represents Sweden in international women's basketball competition and is controlled by the Swedish Basketball Federation. The national team has entered five EuroBasket Women finals, the first in 1978 where they lost all of their matches and finished in 13th place. At the EuroBasket Women 1987 Sweden finished in 7th place, a feat repeated in 2013. In 2019 Sweden reached the quarter-finals and was ranked 5th, a result that secured a spot in the 2020 Olympic qualifying tournament. Sweden will be the co-host of the FIBA Women's EuroBasket in 2027 alongside Belgium, Finland and Lithuania.",1280,men,8,18,€18M,14-29,TBD,TBD,TBD,"{""Sweden Basketball Leagues Titles"": 8}",2026-05-12T23:11:34.120012+00:00
3018,Lito Vidigal,Portugal,Portugal,Portugal Basketball Leagues,Eastern,1974,Lito Vidigal Arena,14479,TBD,Vidigal,,https://en.wikipedia.org/wiki/Lito_Vidigal,"José Carlos Fernandes Vidigal, commonly known as Lito, is an Angolan professional football manager and former player who played as a defender.",879,men,1,32,€13M,19-24,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 1}",2026-05-12T22:46:07.107847+00:00
3019,Portimonense S.C.,Portugal,Portugal,Portugal Basketball Leagues,Eastern,2003,Portimonense S.C. Arena,16523,TBD,S.C.,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Portimonense_Sporting_Clube_logo.svg/330px-Portimonense_Sporting_Clube_logo.svg.png,https://en.wikipedia.org/wiki/Portimonense_S.C.,"Portimonense Sporting Clube is a Portuguese sports club based in Portimão. Founded on 14 August 1914, it is most notable for its professional football team, which currently plays in the Liga Portugal 2, the second division of Portuguese football. It also fields various youth teams and a veterans team in football, as well as teams in basketball.",3720,men,7,40,€1M,19-14,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 7}",2026-05-12T22:46:09.902940+00:00
3021,Academia do Lumiar,Portugal,Portugal,Portugal Basketball Leagues,Eastern,1958,Academia do Lumiar Arena,7890,TBD,Lumiar,https://upload.wikimedia.org/wikipedia/en/1/12/Academia_do_Lumiar.jpg,https://en.wikipedia.org/wiki/Academia_do_Lumiar,"Academia do Lumiar is a Portuguese professional basketball team located in Lumiar, Lisbon municipality, Portugal. The team competes in the Proliga (Portugal).",2520,men,9,33,€8M,15-26,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 9}",2026-05-12T22:46:14.854984+00:00
3023,Associação de Educação Física e Desportiva,Portugal,Portugal,Portugal Basketball Leagues,Western,2005,Associação de Educação Física e Desportiva Arena,9995,TBD,Desportiva,,https://en.wikipedia.org/wiki/Associação_de_Educação_Física_e_Desportiva,"Associação Educação Física e Desportiva is a sports club from Torres Vedras, Portugal.",2629,men,3,20,€8M,23-29,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 3}",2026-05-12T22:46:19.514355+00:00
3024,Barreirense Basket,Portugal,Portugal,Portugal Basketball Leagues,Eastern,1967,Barreirense Basket Arena,10018,TBD,Basket,https://upload.wikimedia.org/wikipedia/en/2/22/Barreirense%28basketball%29.png,https://en.wikipedia.org/wiki/Barreirense_Basket,"Barreirense Basket is the professional basketball team of F.C. Barreirense, a sports club from Barreiro, Portugal. In the 2024-2025 season, the club competed in the Proliga, the second tier of Portuguese basketball.",4526,men,0,31,€1M,15-27,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 0}",2026-05-12T22:46:22.075144+00:00
3025,C.A. Queluz,Portugal,Portugal,Portugal Basketball Leagues,Western,1978,C.A. Queluz Arena,7897,TBD,Queluz,,https://en.wikipedia.org/wiki/C.A._Queluz,"Clube Atlético de Queluz is a professional basketball team based in Queluz, Portugal. The team plays in the Liga Portuguesa de Basquetebol.",122,men,4,8,€16M,17-10,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 4}",2026-05-12T22:46:25.017717+00:00
3026,C.F. Os Belenenses (basketball),Portugal,Portugal,Portugal Basketball Leagues,Western,1957,C.F. Os Belenenses (basketball) Arena,7174,TBD,(basketball),,https://en.wikipedia.org/wiki/C.F._Os_Belenenses_(basketball),No description available.,104,men,4,19,€1M,18-12,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 4}",2026-05-12T22:46:26.596818+00:00
3027,CAB Madeira,Portugal,Portugal,Portugal Basketball Leagues,Eastern,1983,CAB Madeira Arena,8830,TBD,Madeira,https://upload.wikimedia.org/wikipedia/en/f/fe/CAB_Madeira.png,https://en.wikipedia.org/wiki/CAB_Madeira,No description available.,5024,men,2,23,€12M,24-28,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 2}",2026-05-12T22:46:28.208437+00:00
3028,Clube Portugal Telecom,Portugal,Portugal,Portugal Basketball Leagues,Western,1990,Clube Portugal Telecom Arena,14660,TBD,Telecom,,https://en.wikipedia.org/wiki/Clube_Portugal_Telecom,No description available.,4302,men,3,37,€14M,17-10,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 3}",2026-05-12T22:46:29.934589+00:00
3029,FC Porto (basketball),Portugal,Portugal,Portugal Basketball Leagues,Western,2006,FC Porto (basketball) Arena,9676,TBD,(basketball),https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/FC_Porto.svg/330px-FC_Porto.svg.png,https://en.wikipedia.org/wiki/FC_Porto_(basketball),No description available.,2724,men,10,39,€14M,19-10,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 10}",2026-05-12T22:46:31.750242+00:00
3030,Galitos F.C.,Portugal,Portugal,Portugal Basketball Leagues,Western,1995,Galitos F.C. Arena,11424,TBD,F.C.,,https://en.wikipedia.org/wiki/Galitos_F.C.,No description available.,608,men,9,38,€15M,16-27,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 9}",2026-05-12T22:46:34.400026+00:00
3031,Ginásio C.F. (basketball),Portugal,Portugal,Portugal Basketball Leagues,Eastern,1984,Ginásio C.F. (basketball) Arena,14077,TBD,(basketball),,https://en.wikipedia.org/wiki/Ginásio_C.F._(basketball),No description available.,3014,men,4,9,€6M,27-17,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 4}",2026-05-12T22:46:37.145080+00:00
3032,Illiabum Clube,Portugal,Portugal,Portugal Basketball Leagues,Western,2014,Illiabum Clube Arena,11242,TBD,Clube,,https://en.wikipedia.org/wiki/Illiabum_Clube,No description available.,1576,men,10,5,€1M,23-23,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 10}",2026-05-12T22:46:40.403061+00:00
3509,Jämtland Basket,Sweden,Sweden,Sweden Basketball Leagues,Western,1966,Jämtland Basket Arena,17939,TBD,Basket,https://upload.wikimedia.org/wikipedia/en/thumb/8/89/Jamtland_Basket_logo.svg/330px-Jamtland_Basket_logo.svg.png,https://en.wikipedia.org/wiki/Jämtland_Basket,"KFUM Jämtland Basket is a professional basketball club founded in based in Östersund, Sweden. Founded in 1956, the team plays in the Swedish Basketball League (SBL), the Swedish top basketball league. Home games are played in the Östersunds Sporthall, which has a capacity for 1,700 people.",183,men,1,25,€8M,17-23,TBD,TBD,TBD,"{""Sweden Basketball Leagues Titles"": 1}",2026-05-12T23:12:12.419617+00:00
3051,CSM Târgoviște (women's volleyball),Romania,Romania,Romania Basketball Leagues,Western,1971,CSM Târgoviște (women's volleyball) Arena,6140,TBD,volleyball),https://upload.wikimedia.org/wikipedia/en/thumb/8/87/CSM_T%C3%A2rgovi%C8%99te_logo.png/330px-CSM_T%C3%A2rgovi%C8%99te_logo.png,https://en.wikipedia.org/wiki/CSM_Târgoviște_(women's_volleyball),"Clubul Sportiv Municipal Târgoviște, commonly known as CSM Târgoviște, is a professional volleyball club based in Târgoviște, Romania, that competes in the CEV Cup.",4940,men,2,19,€1M,18-27,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 2}",2026-05-13T20:33:14.208459+00:00
1024,Paramount Fine Foods Centre,Canada,Canada,Canada Basketball Leagues,Eastern,2001,Paramount Fine Foods Centre Arena,8170,TBD,Centre,,https://en.wikipedia.org/wiki/Paramount_Fine_Foods_Centre,No description available.,1977,men,10,37,€7M,11-27,TBD,TBD,TBD,"{""Canada Basketball Leagues Titles"": 10}",2026-05-12T21:00:43.928157+00:00
3035,Portimonense Basquetebol,Portugal,Portugal,Portugal Basketball Leagues,Eastern,1993,Portimonense Basquetebol Arena,13601,TBD,Basquetebol,,https://en.wikipedia.org/wiki/Portimonense_Basquetebol,No description available.,2973,men,4,37,€19M,28-19,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 4}",2026-05-12T22:46:46.441509+00:00
3036,S.C. Lusitânia (basketball),Portugal,Portugal,Portugal Basketball Leagues,Western,1969,S.C. Lusitânia (basketball) Arena,14154,TBD,(basketball),,https://en.wikipedia.org/wiki/S.C._Lusitânia_(basketball),No description available.,2211,men,6,22,€17M,20-21,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 6}",2026-05-12T22:46:49.435584+00:00
3037,S.L. Benfica (basketball),Portugal,Portugal,Portugal Basketball Leagues,Eastern,1952,S.L. Benfica (basketball) Arena,13255,TBD,(basketball),,https://en.wikipedia.org/wiki/S.L._Benfica_(basketball),No description available.,1152,men,6,14,€18M,27-22,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 6}",2026-05-12T22:46:51.657056+00:00
3038,Sangalhos DC,Portugal,Portugal,Portugal Basketball Leagues,Eastern,2004,Sangalhos DC Arena,12800,TBD,DC,,https://en.wikipedia.org/wiki/Sangalhos_DC,No description available.,541,men,4,36,€16M,13-10,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 4}",2026-05-12T22:46:53.804722+00:00
3039,Sporting CP (basketball),Portugal,Portugal,Portugal Basketball Leagues,Eastern,1951,Sporting CP (basketball) Arena,13083,TBD,(basketball),,https://en.wikipedia.org/wiki/Sporting_CP_(basketball),No description available.,4280,men,3,23,€1M,20-27,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 3}",2026-05-12T22:46:55.517874+00:00
3041,Vitória S.C. (basketball),Portugal,Portugal,Portugal Basketball Leagues,Eastern,1978,Vitória S.C. (basketball) Arena,13625,TBD,(basketball),,https://en.wikipedia.org/wiki/Vitória_S.C._(basketball),"Vitória Sport Clube is a Portuguese sports club in the city of Guimarães, where different sports are practiced. This article is about its professional basketball section, whose senior men's and women's teams compete respectively in the Portuguese Basketball League, the top level of the sport in Portugal, and in the Second Basketball Division, the third competition in Portugal.",1448,men,3,13,€18M,10-10,TBD,TBD,TBD,"{""Portugal Basketball Leagues Titles"": 3}",2026-05-12T22:47:00.374033+00:00
3043,Al-Rayyan SC (basketball),Qatar,Qatar,Qatar Basketball Leagues,Western,2007,Al-Rayyan SC (basketball) Arena,10998,TBD,(basketball),https://upload.wikimedia.org/wikipedia/en/d/d6/Al_rayyan_doha_qat.png,https://en.wikipedia.org/wiki/Al-Rayyan_SC_(basketball),"Al Rayyan Basketball Team is a Qatari professional basketball team based in Omm Alafai in the city of Al-Rayyan, Qatar. Al Rayyan is one of the most successful basketball clubs in Qatar, with many domestic and international titles to its name. It is part of the Al Rayyan Sports Club.",662,men,9,8,€19M,12-23,TBD,TBD,TBD,"{""Qatar Basketball Leagues Titles"": 9}",2026-05-12T22:47:08.483677+00:00
3044,Al Sadd Basketball Team,Qatar,Qatar,Qatar Basketball Leagues,Eastern,1951,Al Sadd Basketball Team Arena,7746,TBD,Team,https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Al_Sadd_SC_logo.svg/330px-Al_Sadd_SC_logo.svg.png,https://en.wikipedia.org/wiki/Al_Sadd_Basketball_Team,"Al Sadd Basketball Team is a Qatari professional basketball team based in Doha, Qatar. Al Sadd Basketball Team is a branch of Sadd Sports Club, which is the most successful team in all of Qatar. The basketball team has won the Qatari Basketball League six times, its last in 2022, and the Emir of Qatar Cup six times.",435,men,8,19,€11M,20-19,TBD,TBD,TBD,"{""Qatar Basketball Leagues Titles"": 8}",2026-05-12T22:47:10.616633+00:00
3045,Al-Arabi SC (basketball),Qatar,Qatar,Qatar Basketball Leagues,Western,1968,Al-Arabi SC (basketball) Arena,11171,TBD,(basketball),https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Al-Arabi_SC_Qatar_logo.svg/330px-Al-Arabi_SC_Qatar_logo.svg.png,https://en.wikipedia.org/wiki/Al-Arabi_SC_(basketball),"Al Arabi Basketball Team is a Qatari professional basketball team based in Doha, Qatar. Al Arabi is one of the most successful basketball clubs in Qatar, with many domestic and international titles to its name. It is part of the Al Arabi Sports Club multisport club.",2685,men,8,34,€13M,18-22,TBD,TBD,TBD,"{""Qatar Basketball Leagues Titles"": 8}",2026-05-12T22:47:13.162477+00:00
3046,El Jaish SC (basketball),Qatar,Qatar,Qatar Basketball Leagues,Eastern,1951,El Jaish SC (basketball) Arena,9322,TBD,(basketball),https://upload.wikimedia.org/wikipedia/en/thumb/0/03/AlJaishQatarlogo.png/330px-AlJaishQatarlogo.png,https://en.wikipedia.org/wiki/El_Jaish_SC_(basketball),El Jaish SC is a Qatari professional basketball club. The club competes in the Qatari Basketball League.,2844,men,4,33,€16M,28-23,TBD,TBD,TBD,"{""Qatar Basketball Leagues Titles"": 4}",2026-05-12T22:47:16.321329+00:00
3047,Al-Wakrah SC (basketball),Qatar,Qatar,Qatar Basketball Leagues,Western,1958,Al-Wakrah SC (basketball) Arena,12483,TBD,(basketball),https://upload.wikimedia.org/wikipedia/en/thumb/2/26/Al-Wakrah_SC_logo.svg/330px-Al-Wakrah_SC_logo.svg.png,https://en.wikipedia.org/wiki/Al-Wakrah_SC_(basketball),"Al Wakrah Basketball Team is a Qatari professional basketball team based in the city of Al Wakrah, in southern Qatar. Al Wakrah's basketball team currently competes in the top tier of basketball, the Qatari Basketball League. It is part of the Al-Wakrah Sport Club multisport club.",800,men,0,10,€15M,14-11,TBD,TBD,TBD,"{""Qatar Basketball Leagues Titles"": 0}",2026-05-12T22:47:18.871971+00:00
965,Edmonton Stingers,Canada,Canada,Canada Basketball Leagues,Western,1971,Edmonton Stingers Arena,12724,TBD,Stingers,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Edmonton_Stingers_Logo.png/330px-Edmonton_Stingers_Logo.png,https://en.wikipedia.org/wiki/Edmonton_Stingers,"The Edmonton Stingers are a Canadian professional basketball team based in Edmonton, Alberta. They compete in the Canadian Elite Basketball League (CEBL) and play their home games at the HIVE arena at the Edmonton Expo Centre. The Stingers' mascot is Buzz, a hornet, inspired by the CF-18 based in Cold Lake. The team logo has a CF-18 going through a capital E to make the body of the hornet.",3465,men,2,13,€8M,20-15,TBD,TBD,TBD,"{""Canada Basketball Leagues Titles"": 2}",2026-05-12T21:01:10.393968+00:00
3058,CSU Alba Iulia (women's basketball),Romania,Romania,Romania Basketball Leagues,Western,2005,CSU Alba Iulia (women's basketball) Arena,9401,TBD,basketball),https://upload.wikimedia.org/wikipedia/en/9/9c/CSU_Alba_Iulia_logo.png,https://en.wikipedia.org/wiki/CSU_Alba_Iulia_(women's_basketball),No description available.,991,men,0,26,€6M,20-27,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 0}",2026-05-13T20:33:28.205796+00:00
3525,Switzerland women's national basketball team,Switzerland,Switzerland,Switzerland Basketball Leagues,Western,1951,Switzerland women's national basketball team Arena,10590,TBD,team,,https://en.wikipedia.org/wiki/Switzerland_women's_national_basketball_team,The Switzerland women's national basketball team represents Switzerland in international women's basketball competitions.,2418,men,3,30,€20M,10-23,TBD,TBD,TBD,"{""Switzerland Basketball Leagues Titles"": 3}",2026-05-12T23:13:06.832981+00:00
3532,BC Arlesheim,Switzerland,Switzerland,Switzerland Basketball Leagues,Western,1985,BC Arlesheim Arena,5062,TBD,Arlesheim,,https://en.wikipedia.org/wiki/BC_Arlesheim,"BC Arlesheim is a Swiss basketball club based in Arlesheim, Switzerland. BC Arlesheim‘s women's team plays in NLB Women, the second-highest tier level of women's professional basketball in Switzerland.",275,men,1,12,€18M,20-17,TBD,TBD,TBD,"{""Switzerland Basketball Leagues Titles"": 1}",2026-05-12T23:13:16.349030+00:00
3065,SCM Timișoara (women's basketball),Romania,Romania,Romania Basketball Leagues,Eastern,1987,SCM Timișoara (women's basketball) Arena,5207,TBD,basketball),https://upload.wikimedia.org/wikipedia/en/8/85/SCM_Timi%C8%99oara_%28women%27s_basketball%29_logo.jpg,https://en.wikipedia.org/wiki/SCM_Timișoara_(women's_basketball),No description available.,4958,men,6,22,€12M,15-24,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 6}",2026-05-13T20:33:43.793361+00:00
3070,CS Agronomia București (men's basketball),Romania,Romania,Romania Basketball Leagues,Eastern,1998,CS Agronomia București (men's basketball) Arena,12148,TBD,basketball),https://upload.wikimedia.org/wikipedia/en/b/b0/CS_Agronomia_Bucure%C8%99ti_logo.png,https://en.wikipedia.org/wiki/CS_Agronomia_București_(men's_basketball),No description available.,3639,men,8,13,€18M,17-20,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 8}",2026-05-13T20:33:54.673715+00:00
3059,KSE Târgu Secuiesc (women's basketball),Romania,Romania,Romania Basketball Leagues,Western,2010,KSE Târgu Secuiesc (women's basketball) Arena,8944,TBD,basketball),https://upload.wikimedia.org/wikipedia/en/1/1a/KSE_T%C3%A2rgu_Secuiesc_logo.png,https://en.wikipedia.org/wiki/KSE_Târgu_Secuiesc_(women's_basketball),No description available.,4180,men,3,32,€6M,21-23,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 3}",2026-05-13T20:34:56.600484+00:00
3060,Olimpia CSU Brașov,Romania,Romania,Romania Basketball Leagues,Eastern,2002,Olimpia CSU Brașov Arena,12132,TBD,Brașov,https://upload.wikimedia.org/wikipedia/en/9/91/Olimpia_CSU_Bra%C8%99ov_logo2.png,https://en.wikipedia.org/wiki/Olimpia_CSU_Brașov,"Olimpia CSU Braşov is a professional women's basketball team from Brașov, Romania. The club plays in the Liga Națională and its home arena is Dumitru Popescu Colibași Sports Hall.",5085,men,9,20,€13M,25-19,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 9}",2026-05-13T20:35:01.983986+00:00
3061,CS Phoenix Constanța,Romania,Romania,Romania Basketball Leagues,Western,1954,CS Phoenix Constanța Arena,19150,TBD,Constanța,https://upload.wikimedia.org/wikipedia/en/4/47/CS_Phoenix_Constan%C8%9Ba_logo.png,https://en.wikipedia.org/wiki/CS_Phoenix_Constanța,"Clubul Sportiv Phoenix Constanța, commonly known as Phoenix Constanța, is a Romanian women's basketball club based in Constanța, currently participates in the Liga Națională, the top-tier league in Romania.",1380,men,4,21,€5M,15-24,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 4}",2026-05-13T20:35:03.258020+00:00
3062,CS Phoenix Galați (women's basketball),Romania,Romania,Romania Basketball Leagues,Eastern,2014,CS Phoenix Galați (women's basketball) Arena,7459,TBD,basketball),,https://en.wikipedia.org/wiki/CS_Phoenix_Galați_(women's_basketball),"CS Phoenix Galați is a professional women's basketball team from Galați, Romania. The team plays in the Liga Națională, following their championship in the Liga I in 2013.",2158,men,6,14,€13M,18-28,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 6}",2026-05-13T20:35:07.836506+00:00
3063,CS Politehnica Național Iași,Romania,Romania,Romania Basketball Leagues,Western,1981,CS Politehnica Național Iași Arena,19036,TBD,Iași,https://upload.wikimedia.org/wikipedia/en/5/5a/CS_Politehnica_Ia%C8%99i_logo.jpg,https://en.wikipedia.org/wiki/CS_Politehnica_Național_Iași,"CS Politehnica Național Iași is a professional women's basketball team from Iași, Romania. The team plays in the Liga Națională, following their 2015–16 Liga I second place and promotion.",986,men,7,14,€9M,14-25,TBD,TBD,TBD,"{""Romania Basketball Leagues Titles"": 7}",2026-05-13T20:35:10.309837+00:00
